account_id,match_id,start_time,winorloss,mmrModifier 
65110965,7482782346,1702262857,1,24.204545454545453
423076846,7476104786,1701915569,0,27.815789473684212
113003047,7492886356,1702819470,1,25
68024789,7471335916,1701629479,0,23.75
65110965,7482765125,1702261217,1,23.083333333333336
423076846,7476079520,1701912969,0,24.978571428571428
113003047,7490156375,1702697059,1,24
68024789,7471290325,1701627529,0,26.22222222222222
65110965,7482743480,1702259078,1,24.88528549249612
423076846,7471624546,1701648298,1,20.396745478712692
113003047,7490130520,1702695396,0,25.625
65110965,7471661767,1701652303,0,28.667953667953668
423076846,7471335916,1701629479,0,22.960526315789473
113003047,7490108913,1702693796,0,20.521367521367523
65110965,7471022813,1701617623,0,23.94871794871795
423076846,7471290325,1701627529,0,25.432748538011694
113003047,7490018907,1702685916,0,25
65110965,7470959605,1701615609,1,24.18918918918919
113003047,7484721905,1702385540,1,25
113003047,7471675669,1701653728,1,23.42032967032967
113003047,7471661767,1701652303,0,28.41269841269841
113003047,7471640798,1701650043,0,26.5
113003047,7471624546,1701648298,1,22.153502235469446
113003047,7471022813,1701617623,0,25.09157509157509
113003047,7470959605,1701615609,1,24.102564102564102
113003047,7470880959,1701613258,1,25.054945054945055
